test_time_second,voltage_volt,current_ampere,ambient_temperature_celsius
0.0,3.79767300543967,0.0,26.05375
7.228800000000002,3.79767300543967,0.0,26.05375
108001.66799999952,3.79767300543967,0.0,26.05375
216000.0227999997,3.79767300543967,0.0,26.05375
324000.02519999945,3.79767300543967,0.0,26.05375
432000.0228000001,3.79767300543967,0.0,26.05069
540000.0227999997,3.79767300543967,0.0,26.05069
648000.2964000003,3.79767300543967,0.0,26.05375
756000.0216000001,3.797863670818,0.0,26.05375
864000.4836000003,3.79767300543967,0.0,26.05375
972001.3680000006,3.797863670818,0.0,26.05375
1080000.0215999999,3.797863670818,0.0,26.05375
1080820.8264,3.797863670818,-2.05808383774072e-06,26.05375
1080828.0647999996,3.79767300543967,-0.0003307578198461,26.05375
1080990.3539999996,3.79671967854806,-0.0003297287779272,26.05375
1081278.8508000001,3.79576635165644,-0.0003297287779272,26.05375
1081531.2948,3.79481302476483,-0.0003297287779272,26.05375
1081819.7016,3.79385969787321,-0.0003297287779272,26.05375
1082108.1264,3.79290637098159,-0.0003297287779272,26.05375
1082378.6268000007,3.79195304408998,-0.0003297287779272,26.05375
1082649.0372000006,3.79099971719836,-0.0003297287779272,26.05375
1082937.5208000003,3.79004639030675,-0.0003297287779272,26.05375
1083261.9815999994,3.78909306341513,-0.0003297287779272,26.05375
1083568.4399999997,3.78813973652352,-0.0003297287779272,26.05375
1083892.9235999996,3.7871864096319,-0.0003297287779272,26.05375
1084235.4228000008,3.78623308274029,-0.0003297287779272,26.05375
1084577.9400000006,3.78527975584867,-0.0003297287779272,26.05375
1084956.5375999997,3.78432642895705,-0.0003297287779272,26.05375
1085353.0728000004,3.78337310206544,-0.0003297287779272,26.05375
1085713.5852000003,3.78241977517382,-0.0003297287779272,26.05375
1086074.0591999996,3.78146644828221,-0.0003297287779272,26.05375
1086506.6843999997,3.78051312139059,-0.0003297287779272,26.05375
1086885.2544000004,3.77955979449898,-0.0003297287779272,26.05375
1087317.9540000004,3.77860646760736,-0.0003297287779272,26.05375
1087768.6188,3.77765314071575,-0.0003297287779272,26.05375
